row_id,source_page,source_row,company,added_date,description,website,headcount,employees,country,region,city,url_slug,ownership_type,founded,total_funding_m,last_funding_amount_m,last_funding_date,last_funding_type,last_funding_lead_investor,investor_type,investors,investment_count,company_address,growth_3mo_headcount,growth_6mo_headcount,growth_1yr_headcount,growth_2yr_headcount,growth_3yr_headcount,growth_4yr_headcount,growth_5yr_headcount,growth_3mo_web_traffic,growth_extra_1,growth_extra_2,qa_pass,qa_flags
225,2,41,Inspectorio,"Jul 28, 2025 12.57 PM",specializing in supply chain management__. technology solutions provider,inspectorio.com,201-500,237,United States,(USA),Minnesota,Minneapolis,Private Equity,2015,65.8,32,"Jan 30, 2022",Series,bossa invest,nla,bossa invest,225,"6th St ; Suite 3900; Minneapolis, Minnesota MN 55402,",1%,0%,2%,9%,3%,44%,75%,30%,,,yes,
226,2,42,Easyship,"Jul 28, 2025 12.57 PM",offers eCommerce businesses tools to Easyship is shipping software provider that,easyship.com,51-200,163,United States,(USA),New York,New York,Venture Capital,2015,,,"Nov 28, 2018",Series,500 Global,nla,500 Global,,"61 Broadway; Suite 1705; New York; New York 10006, US",~2%,2%,-7%,-17%,7%,48%,96%,,,,yes,
227,2,43,SpaceFill,"Jul 28, 2025 12.57 PM",Spacefill is a logistics technology provider that offers 3PL management platform__,spacefill.fr,51-200,,nia,France,ile-De-France,Paris,Private Equity,2018,23.2,,"Mar 15, 2022",Series,Bonsai Partners,nla,NGP Capital,,"Mar 15, 2022",~4%,,,,,,,,,,yes,
228,2,44,Deskera,"Jul 28, 2025 12.57 PM",Deskera is = offers integrated solutions for accounting;_ business software provider that,deskera.com,51-200,125,United States,(USA),Minnesota,Minneapolis,Venture Capital,2008,182.8,,"Jul 15, 2024",Series,Jungle Ventures,nla,InnoVen Capital In,,"729 N Washington Ave; 6th Floor; Minneapolis, MN 55401, US",~6%,-14%,-23%,-29%,30%,~25%,~54%,5%,,,yes,
229,2,45,Vertuoza,"Jul 28, 2025 12.57 PM",software provider that offers construction management comprehensi_.,vertuoza.com,51-200,107,Belgium,Wallonia,Nivelles,Veirtuoza,Venture Capital,2020,11.9,10.5,"Oct 12, 2023",Series,Fortino Capital,nla,XAnge,,"16 Rue Louis Braille; Nivelles, 1400, BE",2%,11%,33%,48%,189%,723%,250%,-13%,,,yes,
230,2,46,Crisp,"Jul 28, 2025 12.57 PM",provides data analytics company that collaborative commerce platform__,gocrisp.com,201-500,260,United States,(USA),Arkansas,Bentonville,Venture Capital,2016,128,,"Sep 24, 2024",Series,Cox Enterprises,Corporate,Evolution Venture:,128,"Bentonville, AR 72764, US",31%,39%,53%,120%,154%,312%,504%,21%,,,yes,
231,2,47,Metacommerce,"Jul 28, 2025 12.57 PM",Metacommerce is = company that provides software solutions fo_. market analysis service metacommerce ru,,11-50,,Russia,Moscow,Moscow,etacommerce-io,Venture Capital,2011,0.9,,"Sep 11, 2016",Series,Internet Initiatives Developi,nla,Internet Initiatives,,"Vostochnaya str;; 4-1, build: 10; Moscow; Moscow 115280,RU",~2%,2%,6%,11%,29%,,,,,,no,missing_website
232,2,48,Emitwise,"Jul 28, 2025 12.57 PM",that provides solutions for businesses to tra_. carbon management company,emitwise.com,51-200,,United Kingdom,(UK),England,London,Venture Capital,2019,,,"Mar 30, 2022",Series,ArcTern Ventures,nla,Saltwater,,"Mar 30, 2022",,,,,,,,,,,yes,
233,2,49,Maven Machines,"Jul 28, 2025 12.57 PM",specializing in Al-powered solutions for_. software company mavenmachines con,,51-200,,United States,(USA),Pennsylvania,Pittsburgh,Venture Capital,2014,10.1,,"Sep 21, 2022",Series,nla,nla,Allos Ventures,,"4117 Liberty Ave; Pittsburgh, Pennsylvania 15224, US",-23%,~25%,-29%,~27%,~40%,~51%,-44%,,,,no,missing_website
234,2,50,ABM Cloud,"Jul 28, 2025 12.57 PM",provides cloud based solutions for business_ ABM Cloud is = technology company that abmcloud com 150 Estonia Harju Tallinn,provides.cloud,51-200,150,Estonia,Harju,Tallinn,%e2%80%93 -_,Venture Capital,2014,,,"Dec 20, 2020",Series,nla,nla,nla,,"Tartu highway; 2; Tallinn, EE",~1%,4%,10%,8%,9%,,,,,,yes,
235,2,51,eSUB Construction Software,"Jul 28, 2025 12.57 PM",provider that offers solutions tailored for_ eSUB is : construction management software esub. com,suite.no,51-200,,United States,(USA),California,San Diego,Private Equity,2008,,,"Apr 30, 2023",Series,Catalyst Investors,nla,Autodesk,,"4875 Eastgate Mall Suite No. 250; San Diego, CA 92121, US",-2%,2%,~8 %,-8%,-44%,50%,~39%,~53%,63%,,yes,
236,2,52,Alvys,"Jul 28, 2025 12.57 PM",Alvys is a software company that specializes in transportation management solutions. It..,alvys.com,51-200,134,United States,(USA),California,Solana Beach,Venture Capital,2020,26.8,20.5,"Jul 14, 2024",Series,Bonfire Ventures,nla,Picus Capital,,"Solana Beach; CA 92075, US",-10%,~6%,6%,17%,67%,103%,575%,~20%,,,yes,
237,2,53,Omnea,"Jul 28, 2025 12.57 PM",that offers Omnea is a procurement automation provider suite of software solutions__.,omnea.co,51-200,,United Kingdom,(UK),England,London,Venture Capital,2022,20,,"Oct 13, 2024",Series,Accel,nla,Point Nine,20,"London, GB",48%,71%,154%,456%,800%,13%,,,,,yes,
238,2,54,Pricemoov,"Jul 28, 2025 12.57 PM",offers solutions for price management __ Pricemoov is pricing software provider that,pricemoov.com,51-200,,France,ile-De-France,Paris,plicemoov,Venture Capital,2016,,,"Apr 11, 2023",Series,Bpifrance,nla,Kima Ventures,,"37 Avenue Trudaine; Paris, France 75009, FR",~6%,-21%,~48%,~69%,~72%,~46%,~34%,23%,,,yes,
239,2,55,melonn,"Jul 28, 2025 12.57 PM",Melonn is = fulfillment services for logistics company specializing in ~commerce and:_,melonn.com,51-200,247,Colombia,Antioquia,Puerto Nare,melonn,Venture Capital,2020,24.5,22,Feb 2022,Series,Global Founders Capital AF,nla,Wollef,22,"Medellin; Antioquia 050022, CO",~5%,~1%,2%,8%,14%,626%,9%,,,,yes,
240,2,56,Plandek,"Jul 28, 2025 12.57 PM",Plandek is specializes in providing engineering-_. software company that,plandek.com,11-50,,United Kingdom,(UK),England,London,Private Equity,2017,,,"Oct 16, 2022",Series,YFM Equity Partners,nla,Supernode Global,,"SEI OHS, GB",11%,19%,44%,63%,157%,206%,145%,-15%,,,yes,
241,2,57,Wakeo,"Jul 28, 2025 12.57 PM",specializing in supply chain visibility solutio_. logistics technology provider,wakeo.co,51-200,,France,ile-De-France,Paris,wakeo,Venture Capital,2016,32.7,19.5,Dec 2023,Series,360 Capital,nla,50 Partners,,"Rue Auber; Paris, ile-de-France 75009,FR",~4%,4%,9%,25%,51%,195%,300%,,,,yes,
242,2,58,OnPoint E-commerce,"Jul 28, 2025 12.57 PM","based OnPoint i Vietnam, specializing for-profit e-commerce enabler providing _ onpoint:vn",,201-500,465,Vietnam,Ho Chi Minh,Ho Chi Minh,City,Private Equity,2016,40,,"Jun 23, 2022",Series,SeaTown Holdings Internati,Corporate,Kiwoom Investmei,40,Ho chi minh; VN,5%,16 %,33%,33 %,64%,105%,239%,777%,,,no,missing_website
243,2,59,CnM#aNRTJIRA,"Jul 28, 2025 12.57 PM","Co , Ltd_ Guangzhou Kuaipi Information Technology software company specializing",kuaipi.com,51-200,,China,Guangdong,Guangzhou,%es%bg%bf%e5_,Private Equity,2015,,,"Aug 31, 2015",Series,China Soft Capital,nla,Unity Ventures Jl;,,Unity Ventures Jl;,~6%,6%,-11%,~46%,~34%,,,,,,yes,
244,2,60,Food Market Hub,"Jul 28, 2025 12.57 PM",Food Market Hub is provides procurement and inventory_. software company that,foodmarkethub.com,51-200,,Malaysia,Kuala Lumpur,Petaling Jaya,fcodmarkethub,Venture Capital,2017,12.9,8.5,Dec 2021,Series,500 Global,nla,Velocity Ventures,,"100-2.0118013, 129 Offices (Block J), Jaya One, Jalan Prof",-7%,-18 %,~15%,-15%,~27%,~33%,32%,416 %,,,yes,
245,2,61,One Data,"Jul 28, 2025 12.57 PM","provider that specializes in building,_ data management solutions",onedata.ai,201-500,200,Germany,Bavaria,Munich,e-data-it,Venture Capital,2013,44.9,34.9,"Jul 15, 2024",Series,HV Capital,nla,SALVIA GmbH,26,"PrinzregentenstraBe 50; Munich; Bavaria 80538, DE",~1%,~2%,2%,-10%,~21%,4%,,,,,yes,
246,2,62,Pepper,"Jul 28, 2025 12.57 PM",Pepper i provides Pepper is = provides eCommerce solutions for food__ eCommerce technology company that solutions for food .,usepepper.com,11-50,168,United States,(USA),New York,New York,Venture Capital,2019,46,,,Series,Greylock,nla,bossa invest,46,New York City; New York; US,1%,5%,60%,216%,216 %,309%,950%,888%,47%,,yes,
247,2,63,Kardinal,"Jul 28, 2025 12.57 PM","28, 2025 12.57 PM that specializes Kardinal is a logistics optimization company that specializes in Al-driven solutions for_. Al-driven solutions for__.",kardinal.ai,11-50,,France,ile-De-France,Paris,kiirdinalai,Venture Capital,2015,12.6,10.4,,Series,Bgv,nla,Serena,,"Victoire; Paris, Ile-de-France 75009, FR",~1%,32%,7%,3%,14%,128%,128 %,,,,yes,
248,2,64,Bijak,"Jul 28, 2025 12.57 PM",connects farmers and traders with market: _ Bijak is an agricultural trading company that connects farmers and traders with market _. bijak in bijak.in,plot.no,201-500,303,India,Haryana,Gurugram,bijakapp,Venture Capital,2019,33.7,19.4,"Jan 19, 2022",Series,Bertelsmann Multimedia Gr,nla,Omidyar Network,44,"Rd, Gurugram, Haryana 122003; Gurgaon,",~9%,9%,-9%,-16 %,-16%,1%,75%,75 %,791%,,yes,
249,2,65,ONES.com,"Jul 28, 2025 12.57 PM","Jul 28,2025 12.57 PM company that offers company that offers a comprehensive__",ones.com,201-500,155,United States,(USA),California,San Jose,Venture Capital,2015,109,50,"Sep 21,2021",,,,,26,"San Jose, California, US",~0%,-0%,5%,5 %,4%,108 %,108%,,,,no,missing_last_funding_type
250,2,66,IndicaOnline POS Software,"Jul 28, 2025 12.57 PM",IndicaOnline specializing cannabis technology solution __ cannabis technology softwar software company company solution _,indicaonline.com,51-200,,United States,(USA),California,Los Angeles,Venture Capital,2011,,,May 2018,Series,nla,nla,nla,,"6464 W Sunset Blvd; Los Angeles, California, US",~6%,6%,7%,-17%,17%,12%,133%,211%,180%,~24%,yes,
251,2,67,Kleene.ai,"Jul 28, 2025 12.57 PM","28, 2025 12.57 PM ~solutions provider that offers solutions provider that offers",kleene.ai,51-200,,(UK),United Kingdom,England,London,Venture Capital,2017,16.1,,Nov = 2021,Series,Episode 1 Ventures,Episode,Ventures,,"32-38 Leman Street, Aldgate East; Aldgate East; London,",~5%,5%,-12%,~14%,-14%,~25%,~46%,-46%,6%,-15%,yes,
252,2,68,FarmERPe,"Jul 28, 2025 12.57 PM",FarmERP ~company that provides innovative farm __ FarmERP is an agriculture technology company that provides innovative farm __ an agriculture technology,farmerp.com,51-200,,India,Maharashtra,Pune,farmerp-smart -,Venture Capital,2001,,,"Dec 29, 2019",Series,TechnoGen IT Services Ind,nla,TechnoGen IT Ser,,"Unit No. 17, Znd Floor; Electronic Co-operative Estate Ltd ; Pune",-2%,-18%,-18 %,~15%,-15%,-28%,126%,115%,152%,2%,yes,
253,2,69,Shop Circle,"Jul 28, 2025 12.57 PM","Jul 28,2025 12.57 PM Shop Circle is e-commerce software solutions: ecommerce software solutions SaaS company specializing in It offers = offers a .",shopcircle.co,201-500,242,United Kingdom,(UK),England,London,Private Equity,2021,245,60,"Feb 24, 2025",Series,645 Ventures,Corporate,Endeavor,26,"London, GB",4%,6 %,6%,32%,310%,505%,000%,,,,yes,
254,2,70,OptimoRoute,"Jul 28, 2025 12.57 PM",comoanv company that provides solutions for delivery _. that provides solutions for delivery_. Troute optimization software route optimization software,optimoroute.com,51-200,,United States,(USA),California,Palo Alto,Venture Capital,2012,6.5,,Feb 2020,Series,Series A,Congruent Ventures,nla,,"Palo Alto, US",3%,3 %,1%,48%,52%,89%,205%,58 %,58%,,yes,
255,2,71,JST Group,"Jul 28, 2025 12.57 PM","28, 2025 12.57 PM Shanghai JUSHUITAN Network Technology CO,LTD. co.LTD. is a SaaS provider specializing in e_ SaaS provider specializing in",jushuitan.com,"1,001-5,000",,China,Shanghai,Shanghai,%e4%b8%8a%e6_.,Private Equity,2014,205.7,100,Jun 2020,Series,Series C,Blue Lake Capital,Corporate,100,"Shenchang Road 990; Shanghai, 200000, CN",18 %,18%,,,,,,,,,yes,
256,2,73,KiotViet,"Jul 28, 2025 12.57 PM",KiotViet Corporation provider specia alizing i technology solutions management: kiotviet.vn,,"1,001-5,000",,nla,Vietnam,Hanoi,Hanoi,Private Equity,2014,35,,"Aug 31, 2021",,,,,35,"Aug 31, 2021",,,,,,,,,,,no,missing_website ; missing_last_funding_type
257,2,74,Volusion,,"Jul 28, 2025 12.57 PM provides businesses with tools ecommerce atform that build and__.",volusion.com,51-200,,United States,(USA),Texas,Austin,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
258,2,75,Teralytics,,"28, 2025 12.57 PM Teralytics is ~specializes mobility analytics provider that offering data-driven insights",teralytics.net,51-200,,Switzerland,Zurich,Zurich,ralytics,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
259,2,76,Syrup Tech,"Jul 28, 2025 12.57 PM","specializing in Al-driven inventory_ technology company United States (USA) New York New York ""rup-tech",syrup.tech,11-50,,United States,(USA),New York,New York,Venture Capital,2020,25.1,17.8,"Nov 30, 2023",Series,1984 Ventures,nla,Harvard Innovatiol,,"52 Mercer Street; New York; NY 10013, US",-2%,~9%,-9%,71%,220%,700%,-53%,,,,yes,
260,2,77,Polestar Analytics,"Jul 28, 2025 12.57 PM",Polestar Solutions specializing in Al and analytics solutions consulting firm tor .,polestarllp.com,"501-1,000",623,United States,(USA),Texas,Dallas,Venture Capital,2012,,,Jan 2022,Series,nla,nla,nla,,"4131 NCX; Suite 900; Dallas, Texas 75204,US",-23%,,,,,,,,,,yes,
261,2,78,byrd,"Jul 28, 2025 12.57 PM",Byrd [ commerce fulfillment services. logistics company specializing offers _,getbyrd.com,201-500,144,Austria,Vienna,Vienna,byrd,Venture Capital,2016,82.9,55.8,May 2022,,,,,26,"Wiedner HauptstraBe 24; 12a; Vienna, Wien 1040, AT",-7%,~4%,4%,-29%,~37%,65%,200%,,,,no,missing_last_funding_type
262,2,79,Advotics,,"Supply Chain SaaS 28, 2025 12.57 PM specializing in supply chain management_ technology company",advotics.com,51-200,,Indonesia,Jakarta,~Jakarta,aclvotics,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
263,2,81,IdeaSoft Yazilim,"Jul 28, 2025 12.57 PM",IdeaSoft is an e-commerce solutions provider that offers range cpricec including,ideasoft.com,201-500,245,Turkey,istanbul,Ayazaga,ideasoft-yaz-,Venture Capital,2005,29,,"Apr 30, 2012",Series,inventures,nla,inventures,29,"Cumhuriyet Mah: Libadiye Cad. Cimen Sok No:2; Istanbul,",0%,9%,15%,29%,75%,-32%,,,,,yes,
264,2,82,Unikt larande,"Jul 28, 2025 12.57 PM",Unlkum ' that offers - is an educational technology provider comprehensive platform for .,unikum.net,11-50,,Sweden,Stockholm,Stockholm,uulikum---net-ab,Venture Capital,2005,40,,"Oct 3, 2019",Series,Jce,Corporate,Jce,40,"Hammarby Kaj 14; 4; Stockholm, Stockholms Ian 12030, SE",-2%,29%,37%,,,,,,,,yes,
265,2,83,Fairly Madeo,,"28, 2025 12.57 PM Fairly Made is company that specializes sustainability consulting providing",fairlymade.com,51-200,,France,ile-De-France,Paris,fairly-made,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
266,2,84,Dexory,"Jul 28, 2025 12.57 PM",in warehouse automation and analytics. The _ ' technology company specializing,dexory.com,51-200,155,United Kingdom,(UK),England,London,Venture Capital,2015,118,80,"Sep 30, 2024",Series,Atomico,nfa,Latitude Ventures,80,"Portobello; London; W1O 5JJ, GB",4%,41%,31%,162%,550%,,,,,,yes,
267,2,86,Threekit Visual Commerce,"Jul 28, 2025 12.57 PM",specializing in 3D product configuration and_ Threekit is visual commerce company,threekit.com,51-200,,United States,(USA),Illinois,Chicago,Venture Capital,2018,100,,Nov 2021,Series,Isai,nla,ServiceNow,100,"Wacker Dr; Chicago, Illinois 60606,US",2 %,5%,2%,~31%,-17%,16 %,-29%,,,,yes,
268,2,87,HyperSKU,,"Jul 28, 2025 12.57 PM HyperSKU is eCommerce platform that provides sourcing: dropshipping supplier 'and",hypersku.com,51-200,,Hong Kong,S.AR,nfa,nla,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
269,2,88,Shipsy,,"28, 2025 12.57 PM Shipsy is a logistics software provider that offers comprehensive suite solutions fo__",shipsy.io,201-500,348,India,Haryana,Gurugram,shipsy-in,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
270,2,89,GreenPocket GmbH,"Jul 28, 2025 12.57 PM",GreenPocket GmbH F energy management solutions company specializing They . ~offer,greenpocket.com,11-50,,Germany,nla,nla,eenpocket-gmbh,Venture Capital,2009,11.6,3.6,"Aug 29, 2018",,,,,,"SchanzenstraBe 6-20, Labor 3.09; Koln; 51063, DE",18 %,25%,22%,~2%,~4%,-47%,,,,,no,missing_last_funding_type
271,2,90,Taxdoo,"Jul 28, 2025 12.57 PM",software provider that specializes tay consulting = and accounting VAT _,taxdoo.com,51-200,126,Germany,Hamburg,Hamburg,xdoo,Venture Capital,2016,86,64.6,"Dec 15, 2021",Series,Accel,Corporate,Visionaries Club,86,"Alter Wandrahm 13; Hamburg, HH 20457, DE",4%,-10%,-11%,-16 %,~39%,34%,500%,24%,,,yes,
272,2,91,Kyte App,,"28, 2025 12.57 PM Kyte is that offers solutions for small businesses to_ ~sales management software provider kyte com.br Brazil Santa Catarina Jaragua Do Sul",kyte.app,11-50,,Brazil,Santa Catarina,Jaragua Do Sul,kyrteapp,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
273,2,92,tettballas,"Jul 28, 2025 12.57 PM",BALLAS is a construction materials supplier that focuses on optimizing the procurement__ ballas.biz,,51-200,,Japan,Tokyo,Chuo,City,Venture Capital,2022,12.3,7.7,Apr 2025,Series,nla,nla,The Hokkoku Banl,,,12%,125%,800%,,,,,,,,no,missing_website
274,2,93,Jungheinrich company,"Jul 28, 2025 12.57 PM",arculus is a technology company in the development = high-€ end mobile robo specializing,arculus.de,51-200,,Germany,Bavaria,Munich,arculus-gmbh,Venture Capital,2016,17.5,,May 2020,Series,Atomico,nla,Hello Tomorrow,,"BalanstraBe 73; Haus 10; Munich, Bavaria 81549, DE",2%,3%,7%,27%,-71%,,,,,,yes,
275,2,94,Rundoo,"Jul 28, 2025 12.57 PM",Rundoo is point-of-sale solutions tailored for paint and_ software company that provides,getrundoo.com,11-50,,United States,(USA),California,Redwood City,Venture Capital,2021,,,"May 31, 2024",Series,Bessemer Venture Partners,nla,Plug =,,"94063, US",15%,22%,144%,193%,340%,100%,41%,,,,yes,
276,2,95,Merge,,"28 , 2025 12.57 PM Merge is a unified API for integrating various busines. technology company that provides merge dev",,51-200,,United States,(USA),California,San Francisco,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_website ; missing_last_funding_type
277,2,96,Voxware,"Jul 28, 2025 12.57 PM",specializing a technology solutions provider voice automation and__,voyiare.com,51-200,,United States,(USA),New Jersey,Hamilton,,1993,7.8,,"Apr 23, 2014",Series,nla,nla,Edison Partners,,"3705 Quakerbridge Road; Suite 210; Hamilton, NJ 08619,US",2%,-24%,-26%,,,,,,,,yes,
278,2,98,Corevist,"Jul 28, 2025 12.57 PM",Corevist; Inc. is a B2B software company that specializes providing integrated.,corevist.com,51-200,,United States,(USA),North Carolina,Raleigh,Other Financial,2008,8.2,,"Apr 20,2022",Series,Halstatt,nla,Jurassic Capital,,7474 Creedmoor Road; #108;,5%,2%,2 %,-10%,-26%,332%,~48%,,,,yes,
279,2,99,ConverSight,,"Jul 28, 2025 12.57 PM ConverSight is company specializing white-collar service analytics software__. conversightai",,51-200,,United States,(USA),Indiana,Indianapolis,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_website ; missing_last_funding_type
280,2,100,Tulip,"Jul 28, 2025 12.57 PM",Tulip is a retail technology provider specializing in clienteling and point = sale. tulip. com,,51-200,236,HI Canada,Ontario,Kitchener,tulip-retail,Venture Capital,2013,79.2,,,,,,,,"4X8, CA",2 %,6 %,10%,~2%,30%,-38%,-11%,,,,no,missing_website ; missing_last_funding_type
281,2,101,Fergus,"Jul 28, 2025 12.57 PM",Fergus is ~provider that offers solutions for trades. job management software,fergus.com,51-200,,New Zealand,Auckland,Auckland,fergus-software -,Venture Capital,2012,17.7,,Jun 2022,Series,Evp,nla,Octopus Ventures,,"65 New North Road, Eden Terrace; Auckland, Auckland 1021, NZ",-8 %,6 %,-12%,10%,30%,23%,,,,,yes,
282,2,102,Parabola,"Jul 28, 2025 12.57 PM",~data automation and process management___ SaaS provider specializing,parabola.io,11-50,,United States,(USA),California,San Francisco,Venture Capital,2017,34.2,,"Jun 27,2023",Series,Abstract,nla,Matrix,,"San Francisco, CA, US",1%,17%,44%,54%,51%,58 %,100%,6 %,,,yes,
283,2,103,ComplianceQuest,,"Jul 28, 2025 12.57 PM provides Al-powered solutions for Product _ ComplianceQuest is software company that compliancequest cor",,201-500,387,United States,(USA),Florida,Tampa,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_website ; missing_last_funding_type
284,2,104,Nugleous,,"28, 2025 12.57 PM Nuqleous is a software company specializing in retail technology solutions. They provide.",nugleous.com,51-200,146,United States,(USA),Arkansas,Bentonville,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
285,2,105,Pbal (1tz) @T0ST04&,"Jul 28, 2025 12.57 PM",chain management company that specialize._ PMER (Huimin) logistics and supply,huimin.cn,11-50,139,China,Liaoning,Liaoning,Chaoyang;,Private Equity,2013,516.9,224.9,Sep 2019,Series,China Renaissance #454,Corporate,#eeur6tji',,"QA6A,1L5, CN",75 %,1%,0%,-63%,-66 %,-50%,,,,,yes,
286,2,106,CoLab Software,"Jul 28, 2025 12.57 PM",specializes CAD collaboratior software company that and design__.,colabsoftware.com,51-200,139,FI Canada,Newfoundland,And Labrador,Gaultois,Public,2017,47.5,3.9,"Mar 18,2025",Series,Hebron Project,nla,Insight Partners,,"SN8, CA",8%,16 %,34%,56%,63%,208%,379%,225%,,,yes,
287,2,107,20Cube Logistics,"Jul 28, 2025 12.57 PM",provides comprehensive supply chain. logistics company tha,2ocube.com,"501-1,000",902,Singapore,nla,nla,2ucube-logistics,Private Equity,2011,,,"Feb 28, 2019",Series,sentorinvestments comau,nla,credence-investm,,"Singapore, 068809_",2 %,11%,15%,32%,61%,100%,116 %,~25%,,,yes,
288,2,108,01714Hx,,"28, 2025 12.57 PM Archisketch is an interior design software company that provides 3D interior design:",archisketch.com,51-200,,United States,(USA),Washington,Seattle,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
289,2,109,MixCart,"Jul 28, 2025 12.57 PM",MixCart is procurement automation for the restaurant_ software provider specializing in mixcart ru,,51-200,,Russia,Moscow,Moscow,mixcart,Venture Capital,2016,,,"Dec 31, 2020",Series,nla,nfa,nla,,"70 Privolnaya Str:; Moscow, Moscow 184020, RU",11%,25%,-9%,42%,-24%,,,,,,no,missing_website
290,2,110,Foyr,"Jul 28, 2025 12.57 PM",Foyr i that provides innovative tools for interior __. an interior design software company,foyr.com,51-200,169,United States,(USA),New York,New York,Venture Capital,2015,9.7,,"Jul 16, 2018",Series,jllcom,nla,Astarc Ventures,,"37-05 74th Ave; 3rd Floor Jackson Heights,; New York; NY, US",~2%,4%,5%,8 %,-4%,-3%,-12%,0%,,,yes,
291,2,111,Whimsical,"Jul 28, 2025 12.57 PM","Whimsical is provides digital tools for product teams, software company that",whimsical.com,11-50,,United States,(USA),Colorado,Denver,Venture Capital,2017,30,,"Oct 31, 2021",Series,Accel,Corporate,Accel,30,"Denver; Colorado, US",~4%,2%,2 %,-2%,~25%,17%,122%,344%,-19%,,yes,
292,2,112,Tive,,"28, 2025 12.57 PM specializes in real-time tracking and: Tive is a logistics technology company that",tive.com,201-500,234,United States,(USA),Massachusetts,Boston,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
293,2,113,Actio Brasil,"Jul 28, 2025 12.57 PM",Actio Software specializes providing management software company that,actiosoftware.com,51-200,86,Brazil,Minas Gerais,Belo Horizonte,aritiosoftware,Venture Capital,2005,,,"Aug 31, 2022",Series,nla,nla,Falconi,,"Gerais 31110-230, BR",3%,7%,32%,62%,,,,,,,yes,
294,2,114,Industrial Wireless Automation,"Jul 28, 2025 12.57 PM",specializing in industrial automation. They_ Coretigo technology solutions provider,coretigo.com,51-200,,Israel,Center,Netanya,ctretigo,Corporate,2017,66,,"Jun 27,2023",Series,Amazon Industrial Innovatic,nla,Lenovo,66,"Giborey Israel 5; Netanya, 4250405",-18 %,-23%,~36%,~49%,-48%,~31%,,,,,yes,
295,2,115,awork,"Jul 28, 2025 12.57 PM",awork is tracking software provider that offers tools - project manageme and time aworkio,,11-50,,Germany,Hamburg,~Hamburg,aivork-io,Venture Capital,2021,7.4,,"Jan 17, 2023",Series,Hi Inov - Dentressangle,nfa,Swiss Post Ventur,,"GroBer Burstah 36/38; Hamburg, DE",10%,104%,230%,,,,,,,,no,missing_website
296,2,116,TraceLink,,"28, 2025 12.57 PM company specializing in digital solutions for_ supply chain management",tracelink.com,"501-1,000",910,United States,(USA),Massachusetts,Wilmington,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
297,2,117,Impact Analytics,"Jul 28, 2025 12.57 PM",specializing Al-powered solutions for retai_. technology company,impactanalytics.co,"501-1,000",694,United States,(USA),New York,New York,Venture Capital,2015,76.7,65,May 2025,Series,Blue Cloud Ventures,Corporate,Vistara Growth,65,"368, 9th Avenue; 11-103; New York, New York 10001, US",7%,14%,31%,74%,132%,199%,224%,-12%,,,yes,
298,2,118,Quincus,"Jul 28, 2025 12.57 PM",specializes Quincus is logistics technology provider that Al-driven solutions supply__,quincus.com,201-500,,Singapore,nla,nla,lincus,Venture Capital,2014,34,,"Apr 27,2024",Series,nla,nla,alteracapital com,34,"068914, SG",~7%,-16%,-24%,~38%,~50%,-12%,47%,~84%,,,yes,
299,2,119,Petpooja,"Jul 28, 2025 12.57 PM",Prayosha Food Services Private Limited is restaurant technology provider specializing,petpooja.com,,,,,,,Public,2011,8.9,4.5,"Nov 14, 2021",Series,Aroa Venture Partners,nfa,udaan.com,130,"3rd Floor; Gopal Palace; Nehrunagar; Ahmedabad,",11%,20%,34%,77%,160%,395%,596 %,,,,yes,
300,2,120,PredictHQ,,"28, 2025 12.57 PM PredictHQ is a demand intelligence platform that provides businesses with data-driven _",predicthq.com,51-200,,United States,(USA),California,San,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
301,2,121,Dropit,"Jul 28, 2025 12.57 PM",Dropit is offers omnichannel fulfillment solutions and_ retail technology provider that dropit shop,vault-inv.com,51-200,,United Kingdom,(UK),nla,nla,Other Financial,2016,49.8,24.8,Nov 2022,Series,vault-invcom,nla,vault-inv.com,,"Regent Street; United Kingdom , GB",-2%,3%,-10%,~25%,-19%,-23%,,,,,yes,
